user_id,total_logins,total_actions,total_time_spent,total_documents_created,avg_logins_per_day,avg_actions_per_day,avg_time_per_day,avg_documents_per_day,max_actions_in_day,days_active,activity_intensity,last_login_days_ago,plan_type,days_since_signup,country,churned,churn_risk_score,risk_segment
user_164,29,161,587.1035915797636,38,0.9666666666666667,5.366666666666666,19.570119719325454,1.2666666666666666,11,30,5.366666666666666,3,basic,172,IN,0,0.0018497929,Low Risk
user_165,12,90,420.052972334068,21,0.6,4.5,21.0026486167034,1.05,9,20,4.5,7,premium,134,UK,1,0.6987286,High Risk
user_166,46,177,727.4319545402161,32,1.1219512195121952,4.317073170731708,17.742242793663806,0.7804878048780488,9,41,4.317073170731708,0,free,30,AU,0,0.0634613,Low Risk
user_167,16,108,377.4905329255917,22,0.8,5.4,18.874526646279584,1.1,11,20,5.4,3,basic,155,CA,0,0.026186645,Low Risk
user_168,51,242,730.3507272393326,40,1.1333333333333333,5.377777777777778,16.230016160874058,0.8888888888888888,10,45,5.377777777777778,0,basic,138,US,0,0.0013987268,Low Risk
user_169,42,247,1054.6259983053535,44,0.84,4.94,21.09251996610707,0.88,9,50,4.94,0,free,15,UK,0,0.006558872,Low Risk
user_170,21,130,420.5824203071549,22,0.9545454545454546,5.909090909090909,19.117382741234312,1.0,14,22,5.909090909090909,0,free,66,UK,0,0.15664117,Low Risk
user_171,27,177,754.0103307282045,39,0.8181818181818182,5.363636363636363,22.84879790085468,1.1818181818181819,12,33,5.363636363636363,3,premium,172,CA,0,0.001629367,Low Risk
user_172,64,274,1001.4523635295579,38,1.2075471698113207,5.169811320754717,18.895327613765243,0.7169811320754716,13,53,5.169811320754717,1,premium,172,US,0,0.0013987268,Low Risk
user_173,30,164,722.2262284819196,35,0.8571428571428571,4.685714285714286,20.635035099483417,1.0,13,35,4.685714285714286,1,free,92,DE,0,0.03189198,Low Risk
user_174,70,312,1191.1720450387206,58,1.0769230769230769,4.8,18.32572376982647,0.8923076923076924,10,65,4.8,2,basic,156,BR,0,0.0014829413,Low Risk
user_175,51,315,1153.6962416676763,77,0.796875,4.921875,18.026503776057442,1.203125,14,64,4.921875,0,basic,116,AU,0,0.007055803,Low Risk
user_176,37,221,942.0287076654676,34,0.8809523809523809,5.261904761904762,22.429254944415895,0.8095238095238095,11,42,5.261904761904762,1,premium,170,BR,0,0.00153685,Low Risk
user_177,42,304,1215.6900935516032,66,0.7,5.066666666666666,20.261501559193388,1.1,13,60,5.066666666666666,1,free,10,DE,0,0.007055803,Low Risk
user_178,68,305,1069.4191626326133,70,1.0303030303030303,4.621212121212121,16.203320645948686,1.0606060606060606,12,66,4.621212121212121,0,free,125,UK,0,0.0634613,Low Risk
user_179,25,132,509.7326478042965,28,1.0,5.28,20.38930591217186,1.12,9,25,5.28,9,free,72,US,0,0.030041445,Low Risk
user_180,19,143,501.5846018822075,23,0.7916666666666666,5.958333333333333,20.899358411758644,0.9583333333333334,10,24,5.958333333333333,5,basic,108,UK,0,0.110199094,Low Risk
user_181,41,197,876.0885878845443,30,0.9534883720930233,4.5813953488372094,20.374153206617308,0.6976744186046512,10,43,4.5813953488372094,4,basic,10,IN,0,0.112882614,Low Risk
user_182,25,192,730.319286683455,37,0.7142857142857143,5.485714285714286,20.866265333812997,1.0571428571428572,9,35,5.485714285714286,0,free,71,UK,0,0.006558872,Low Risk
user_183,59,344,1318.71469893862,52,0.8939393939393939,5.212121212121212,19.98052574149424,0.7878787878787878,11,66,5.212121212121212,1,premium,79,UK,0,0.007055803,Low Risk
user_184,41,211,807.7963210606885,41,0.9111111111111111,4.688888888888889,17.951029356904186,0.9111111111111111,9,45,4.688888888888889,0,basic,173,DE,0,0.0049009994,Low Risk
user_185,61,280,1238.4660916350804,46,1.150943396226415,5.283018867924528,23.367284747831704,0.8679245283018868,10,53,5.283018867924528,1,free,10,DE,0,0.0050796783,Low Risk
user_186,20,99,318.3610127254307,21,0.9523809523809523,4.714285714285714,15.16004822502051,1.0,8,21,4.714285714285714,1,free,79,DE,0,0.4982135,Medium Risk
user_187,21,93,419.1291839215602,28,0.9545454545454546,4.2272727272727275,19.0513265418891,1.2727272727272727,10,22,4.2272727272727275,0,free,84,BR,0,0.47028762,Medium Risk
user_188,40,226,792.4006006116329,30,0.9523809523809523,5.380952380952381,18.86668096694364,0.7142857142857143,10,42,5.380952380952381,1,premium,197,IN,0,0.0019801757,Low Risk
user_189,27,123,482.39415088305725,30,1.125,5.125,20.09975628679405,1.25,10,24,5.125,4,basic,97,DE,0,0.030041445,Low Risk
user_190,47,243,750.4970311327103,36,1.0930232558139534,5.651162790697675,17.45341932866768,0.8372093023255814,11,43,5.651162790697675,2,basic,2,US,0,0.0057927803,Low Risk
user_191,15,122,549.0777828413813,25,0.625,5.083333333333333,22.878240951724223,1.0416666666666667,11,24,5.083333333333333,5,basic,0,BR,0,0.1205669,Low Risk
user_192,27,126,456.03290943054884,27,1.0384615384615385,4.846153846153846,17.53972728579034,1.0384615384615385,10,26,4.846153846153846,1,basic,45,CA,0,0.08260844,Low Risk
user_193,34,104,434.9264947881888,20,1.4782608695652173,4.521739130434782,18.90984759948647,0.8695652173913043,10,23,4.521739130434782,0,premium,63,US,0,0.59749365,Medium Risk
user_194,50,203,831.5871193961337,32,1.1627906976744187,4.72093023255814,19.33923533479381,0.7441860465116279,9,43,4.72093023255814,0,free,138,AU,0,0.0046189763,Low Risk
user_195,55,333,1336.6918449972077,53,0.9166666666666666,5.55,22.278197416620127,0.8833333333333333,12,60,5.55,1,basic,35,AU,0,0.006558872,Low Risk
user_196,50,187,725.809081642019,33,1.3513513513513513,5.054054054054054,19.616461666000514,0.8918918918918919,9,37,5.054054054054054,3,free,149,US,0,0.0014829413,Low Risk
user_197,26,146,511.8220077504328,22,0.9629629629629629,5.407407407407407,18.956370657423438,0.8148148148148148,12,27,5.407407407407407,0,free,28,DE,0,0.14367817,Low Risk
user_198,33,154,707.3793664487031,30,0.9428571428571428,4.4,20.210839041391516,0.8571428571428571,8,35,4.4,0,basic,48,CA,0,0.12893361,Low Risk
user_199,47,248,959.4743482851302,49,0.94,4.96,19.189486965702603,0.98,13,50,4.96,2,free,141,CA,0,0.0015737901,Low Risk
user_200,61,291,930.8738289718274,60,1.150943396226415,5.490566037735849,17.56365715041184,1.1320754716981132,15,53,5.490566037735849,0,free,82,BR,0,0.005465155,Low Risk
